buy_date,buy_price,sell_price,sell_date,returns,holding_period,stock
2014-01-27,492.76,488.84,2014-02-26,-0.8,30.0,EICHERMOT
2014-12-16,1413.83,1539.87,2015-01-20,8.91,35.0,EICHERMOT
2015-03-30,1567.7,1661.65,2015-04-09,5.99,10.0,EICHERMOT
2015-04-21,1497.45,1686.53,2015-05-12,12.63,21.0,EICHERMOT
2015-06-10,1728.4,1945.24,2015-06-19,12.55,9.0,EICHERMOT
2015-07-29,1969.8,2114.18,2015-08-20,7.33,22.0,EICHERMOT
2015-08-25,1894.53,1679.46,2016-01-01,-11.35,129.0,EICHERMOT
2016-01-19,1552.72,1828.21,2016-02-08,17.74,20.0,EICHERMOT
2016-03-18,1814.13,1981.77,2016-04-18,9.24,31.0,EICHERMOT
2016-05-16,1924.57,1919.32,2016-06-29,-0.27,44.0,EICHERMOT
2016-10-27,2458.23,2293.78,2017-01-10,-6.69,75.0,EICHERMOT
2017-03-06,2326.64,2487.4,2017-03-30,6.91,24.0,EICHERMOT
2017-06-22,2776.81,2914.26,2017-07-20,4.95,28.0,EICHERMOT
2017-09-26,3105.45,3232.66,2017-10-31,4.1,35.0,EICHERMOT
2017-11-06,3139.13,2874.95,2018-03-14,-8.42,128.0,EICHERMOT
2018-05-07,2959.72,3049.68,2018-06-01,3.04,25.0,EICHERMOT
2018-06-06,2954.7,2897.93,2018-07-30,-1.92,54.0,EICHERMOT
2018-08-03,2733.49,2885.27,2018-08-13,5.55,10.0,EICHERMOT
2018-09-24,2812.29,2328.3,2018-11-15,-17.21,52.0,EICHERMOT
2019-01-03,2114.52,2112.87,2019-02-07,-0.08,35.0,EICHERMOT
2019-03-06,2161.75,2183.88,2019-03-11,1.02,5.0,EICHERMOT
2019-04-05,2070.8,2113.38,2019-05-21,2.06,46.0,EICHERMOT
2019-06-25,1919.61,1830.8,2019-09-23,-4.63,90.0,EICHERMOT
2019-12-09,2110.5,2266.61,2019-12-31,7.4,22.0,EICHERMOT
2020-01-07,2105.47,1504.44,2020-05-28,-28.55,142.0,EICHERMOT
2020-09-23,2095.37,2199.6,2020-10-05,4.97,12.0,EICHERMOT
2020-10-27,2125.57,2314.37,2020-11-12,8.88,16.0,EICHERMOT
2020-12-15,2422.85,2616.85,2021-01-05,8.01,21.0,EICHERMOT
2021-02-17,2733.6,2686.5,2021-03-24,-1.72,35.0,EICHERMOT
2021-04-06,2547.47,2537.25,2021-05-19,-0.4,43.0,EICHERMOT
2021-07-05,2689.03,2715.4,2021-08-10,0.98,36.0,EICHERMOT
2021-08-17,2506.47,2788.59,2021-09-06,11.26,20.0,EICHERMOT
2021-10-05,2743.65,2549.44,2021-12-30,-7.08,86.0,EICHERMOT
2022-02-08,2628.07,2689.68,2022-02-18,2.34,10.0,EICHERMOT
2022-03-04,2412.0,2518.34,2022-04-06,4.41,33.0,EICHERMOT
2022-05-06,2422.05,2685.51,2022-05-18,10.88,12.0,EICHERMOT
2022-06-20,2613.0,2823.66,2022-06-24,8.06,4.0,EICHERMOT
2022-10-12,3442.18,3870.2,2022-11-01,12.43,20.0,EICHERMOT
2022-11-17,3517.5,3273.55,2022-12-30,-6.94,43.0,EICHERMOT
2023-01-16,3171.33,3248.68,2023-02-02,2.44,17.0,EICHERMOT
2023-02-28,3147.66,3124.3,2023-04-13,-0.74,44.0,EICHERMOT
2023-06-19,3585.64,3412.85,2023-08-02,-4.82,44.0,EICHERMOT
2023-08-21,3361.67,3416.98,2023-09-05,1.65,15.0,EICHERMOT
2023-10-04,3366.75,3462.6,2023-10-19,2.85,15.0,EICHERMOT
2023-11-01,3326.35,3527.57,2023-11-09,6.05,8.0,EICHERMOT
2014-01-28,2024.77,1998.81,2014-03-10,-1.28,41.0,HEROMOTOCO
2014-05-12,2236.02,2307.41,2014-05-13,3.19,1.0,HEROMOTOCO
2014-07-11,2462.25,2599.04,2014-09-01,5.56,52.0,HEROMOTOCO
2014-10-17,2904.45,3104.4,2014-10-27,6.88,10.0,HEROMOTOCO
2015-01-07,3029.07,2525.26,2015-05-15,-16.63,128.0,HEROMOTOCO
2015-06-15,2507.47,2611.88,2015-07-07,4.16,22.0,HEROMOTOCO
2015-08-25,2487.53,2437.65,2015-10-05,-2.01,41.0,HEROMOTOCO
2015-12-10,2579.43,2718.34,2015-12-30,5.39,20.0,HEROMOTOCO
2016-01-11,2487.53,2603.91,2016-02-19,4.68,39.0,HEROMOTOCO
2016-05-02,2907.46,2947.24,2016-05-27,1.37,25.0,HEROMOTOCO
2016-06-27,3038.11,3172.76,2016-07-01,4.43,4.0,HEROMOTOCO
2016-09-30,3437.25,3313.35,2016-12-09,-3.6,70.0,HEROMOTOCO
2016-12-23,3015.0,3135.24,2017-01-18,3.99,26.0,HEROMOTOCO
2017-04-07,3212.28,3301.41,2017-04-28,2.77,21.0,HEROMOTOCO
2017-06-28,3699.4,3792.94,2017-08-03,2.53,36.0,HEROMOTOCO
2017-09-22,3899.35,3855.62,2017-11-01,-1.12,40.0,HEROMOTOCO
2017-11-09,3646.14,3714.73,2017-12-20,1.88,41.0,HEROMOTOCO
2018-01-18,3603.93,3582.4,2018-03-12,-0.6,53.0,HEROMOTOCO
2018-03-23,3452.28,3762.09,2018-04-06,8.97,14.0,HEROMOTOCO
2018-05-04,3673.27,3686.18,2018-06-13,0.35,40.0,HEROMOTOCO
2018-06-28,3555.69,3314.34,2018-08-23,-6.79,56.0,HEROMOTOCO
2018-09-05,3194.89,2973.96,2018-11-20,-6.92,76.0,HEROMOTOCO
2019-01-07,3035.1,2900.43,2019-02-08,-4.44,32.0,HEROMOTOCO
2019-03-26,2598.93,2727.84,2019-04-22,4.96,27.0,HEROMOTOCO
2019-05-02,2522.55,2739.24,2019-05-24,8.59,22.0,HEROMOTOCO
2019-06-19,2693.4,2600.78,2019-08-09,-3.44,51.0,HEROMOTOCO
2019-09-19,2573.8,2860.62,2019-09-23,11.14,4.0,HEROMOTOCO
2019-11-14,2607.97,2454.17,2019-12-31,-5.9,47.0,HEROMOTOCO
2020-02-18,2294.62,1930.3,2020-04-15,-15.88,57.0,HEROMOTOCO
2020-10-27,2939.62,3140.22,2020-12-03,6.82,37.0,HEROMOTOCO
2020-12-22,3035.1,3174.05,2021-01-12,4.58,21.0,HEROMOTOCO
2021-03-01,3271.27,2948.98,2021-04-29,-9.85,59.0,HEROMOTOCO
2021-06-21,2884.35,2845.7,2021-09-15,-1.34,86.0,HEROMOTOCO
2021-10-22,2787.87,2571.73,2022-01-11,-7.75,81.0,HEROMOTOCO
2022-02-25,2597.62,2378.05,2022-04-27,-8.45,61.0,HEROMOTOCO
2022-06-20,2467.38,2842.72,2022-07-07,15.21,17.0,HEROMOTOCO
2022-08-10,2798.92,2913.31,2022-08-18,4.09,8.0,HEROMOTOCO
2022-09-19,2712.14,2712.47,2022-11-11,0.01,53.0,HEROMOTOCO
2022-12-26,2658.22,2763.11,2023-01-24,3.95,29.0,HEROMOTOCO
2023-02-03,2687.67,2462.62,2023-04-12,-8.37,68.0,HEROMOTOCO
2023-08-03,2986.86,3053.95,2023-09-12,2.25,40.0,HEROMOTOCO
2023-10-10,2989.87,3166.19,2023-10-17,5.9,7.0,HEROMOTOCO
2014-01-24,5108.97,5043.65,2014-04-01,-1.28,67.0,NESTLEIND
2014-04-29,4728.52,4926.39,2014-06-02,4.18,34.0,NESTLEIND
2014-07-11,4979.77,5175.99,2014-07-23,3.94,12.0,NESTLEIND
2014-10-13,5939.55,6229.69,2014-11-03,4.88,21.0,NESTLEIND
2014-12-17,6066.18,6353.07,2015-01-01,4.73,15.0,NESTLEIND
2015-03-27,6932.49,7064.5,2015-05-19,1.9,53.0,NESTLEIND
2015-06-02,6805.86,6228.65,2015-07-02,-8.48,30.0,NESTLEIND
2015-09-01,5964.67,6223.73,2015-09-21,4.34,20.0,NESTLEIND
2015-11-10,6220.95,5417.82,2016-03-31,-12.91,142.0,NESTLEIND
2016-05-05,5578.75,6248.6,2016-05-17,12.01,12.0,NESTLEIND
2016-08-19,6733.5,6616.75,2016-10-04,-1.73,46.0,NESTLEIND
2016-11-08,6494.31,5969.8,2017-02-03,-8.08,87.0,NESTLEIND
2017-04-25,6331.5,6666.5,2017-04-28,5.29,3.0,NESTLEIND
2017-06-28,6663.25,6796.85,2017-07-05,2.01,7.0,NESTLEIND
2017-08-02,6773.7,6996.84,2017-08-29,3.29,27.0,NESTLEIND
2018-01-22,7705.89,7720.2,2018-02-28,0.19,37.0,NESTLEIND
2018-09-06,10510.29,9639.56,2018-10-30,-8.28,54.0,NESTLEIND
2019-02-12,10889.17,10884.21,2019-03-28,-0.05,44.0,NESTLEIND
2019-05-03,10703.25,10984.8,2019-05-28,2.63,25.0,NESTLEIND
2019-07-23,11361.52,11651.45,2019-08-06,2.55,14.0,NESTLEIND
2019-11-20,14187.58,14712.07,2019-12-23,3.7,33.0,NESTLEIND
2020-03-13,15417.7,16566.75,2020-04-08,7.45,26.0,NESTLEIND
2020-05-14,16683.0,17406.53,2020-07-17,4.34,64.0,NESTLEIND
2020-07-30,16823.7,16158.8,2020-10-21,-3.95,83.0,NESTLEIND
2021-01-11,18441.75,17212.51,2021-03-31,-6.67,79.0,NESTLEIND
2021-04-30,16582.5,17372.7,2021-05-20,4.77,20.0,NESTLEIND
2021-06-25,17658.1,17661.2,2021-07-20,0.02,25.0,NESTLEIND
2021-09-30,19575.69,19362.7,2021-10-21,-1.09,21.0,NESTLEIND
2021-10-25,19095.0,19305.19,2021-12-03,1.1,39.0,NESTLEIND
2021-12-21,19081.93,19278.12,2021-12-31,1.03,10.0,NESTLEIND
2022-01-20,18894.0,18325.91,2022-04-11,-3.01,81.0,NESTLEIND
2022-05-06,17587.3,17313.0,2022-07-01,-1.56,56.0,NESTLEIND
2022-09-06,19357.0,19178.82,2022-10-07,-0.92,31.0,NESTLEIND
2022-11-22,19860.51,20458.19,2022-12-13,3.01,21.0,NESTLEIND
2023-01-03,19696.99,18913.95,2023-03-22,-3.98,78.0,NESTLEIND
2023-07-28,22436.93,22164.17,2023-09-13,-1.22,47.0,NESTLEIND
2014-02-03,182.91,188.35,2014-02-25,2.97,22.0,ONGC
2014-07-09,267.53,289.08,2014-08-19,8.06,41.0,ONGC
2014-09-17,274.53,278.6,2014-10-21,1.48,34.0,ONGC
2014-10-29,265.05,242.88,2015-02-04,-8.36,98.0,ONGC
2015-02-13,227.5,211.6,2015-04-08,-6.99,54.0,ONGC
2015-05-04,205.09,225.27,2015-05-06,9.84,2.0,ONGC
2015-06-04,207.57,166.5,2015-10-07,-19.79,125.0,ONGC
2015-11-13,156.14,155.22,2015-12-28,-0.59,45.0,ONGC
2016-01-15,150.35,147.46,2016-04-28,-1.92,104.0,ONGC
2016-05-12,139.43,144.61,2016-05-27,3.72,15.0,ONGC
2016-06-27,139.36,152.23,2016-07-04,9.24,7.0,ONGC
2016-11-10,182.91,195.68,2016-12-01,6.98,21.0,ONGC
2016-12-28,190.45,203.48,2017-01-30,6.84,33.0,ONGC
2017-02-08,194.97,192.98,2017-05-03,-1.02,84.0,ONGC
2017-05-23,178.79,165.62,2017-07-21,-7.37,59.0,ONGC
2017-08-14,161.1,166.21,2017-09-18,3.17,35.0,ONGC
2017-12-07,176.43,185.02,2017-12-14,4.87,7.0,ONGC
2018-02-05,193.36,182.23,2018-04-12,-5.76,66.0,ONGC
2018-05-17,186.88,161.89,2018-07-19,-13.37,63.0,ONGC
2018-10-05,160.85,147.46,2018-12-28,-8.32,84.0,ONGC
2019-01-25,142.81,142.68,2019-02-06,-0.09,12.0,ONGC
2019-02-12,139.19,147.86,2019-02-22,6.23,10.0,ONGC
2019-06-18,164.82,130.1,2019-09-17,-21.07,91.0,ONGC
2019-11-15,137.99,129.05,2020-01-06,-6.48,52.0,ONGC
2020-01-09,125.57,75.62,2020-05-04,-39.78,116.0,ONGC
2020-07-02,81.76,82.54,2020-08-21,0.95,50.0,ONGC
2020-09-08,76.93,71.09,2020-11-11,-7.59,64.0,ONGC
2021-01-27,91.86,101.49,2021-02-17,10.48,21.0,ONGC
2021-03-25,106.53,107.61,2021-05-03,1.01,39.0,ONGC
2021-07-01,118.34,119.4,2021-08-31,0.9,61.0,ONGC
2021-11-23,146.53,149.85,2022-01-06,2.27,44.0,ONGC
2022-02-16,165.32,189.05,2022-03-08,14.35,20.0,ONGC
2022-03-31,162.66,165.17,2022-06-09,1.54,70.0,ONGC
2022-06-20,139.29,136.02,2022-08-02,-2.35,43.0,ONGC
2022-09-20,132.06,131.39,2022-10-07,-0.51,17.0,ONGC
2023-01-31,145.88,154.72,2023-02-17,6.06,17.0,ONGC
2023-03-17,154.27,158.21,2023-04-12,2.55,26.0,ONGC
2023-05-30,160.5,159.5,2023-07-03,-0.62,34.0,ONGC
2023-10-27,181.9,185.22,2023-11-01,1.83,5.0,ONGC
2014-02-04,1829.1,1955.17,2014-03-07,6.89,31.0,BAJAJ-AUTO
2014-04-16,2006.98,2034.78,2014-05-15,1.39,29.0,BAJAJ-AUTO
2014-05-21,1880.35,2168.6,2014-06-10,15.33,20.0,BAJAJ-AUTO
2014-07-14,2144.62,2189.0,2014-08-20,2.07,37.0,BAJAJ-AUTO
2014-12-12,2565.76,2120.34,2015-05-11,-17.36,150.0,BAJAJ-AUTO
2015-08-13,2482.35,2383.03,2015-10-06,-4.0,54.0,BAJAJ-AUTO
2015-11-10,2413.0,2502.43,2015-12-31,3.71,51.0,BAJAJ-AUTO
2016-01-11,2371.7,2397.95,2016-02-19,1.11,39.0,BAJAJ-AUTO
2016-02-29,2251.2,2345.12,2016-03-29,4.17,29.0,BAJAJ-AUTO
2016-05-20,2449.18,2570.09,2016-05-30,4.94,10.0,BAJAJ-AUTO
2016-09-30,2872.24,2703.41,2017-01-09,-5.88,101.0,BAJAJ-AUTO
2017-03-01,2769.78,2870.97,2017-03-07,3.65,6.0,BAJAJ-AUTO
2017-04-05,2800.43,2900.43,2017-04-26,3.57,21.0,BAJAJ-AUTO
2017-05-24,2829.07,2804.51,2017-07-21,-0.87,58.0,BAJAJ-AUTO
2017-08-11,2793.9,2937.24,2017-09-08,5.13,28.0,BAJAJ-AUTO
2017-12-06,3170.77,3368.07,2017-12-27,6.22,21.0,BAJAJ-AUTO
2018-01-17,3173.79,3327.28,2018-01-25,4.84,8.0,BAJAJ-AUTO
2018-02-07,3214.29,2841.82,2018-04-24,-11.59,76.0,BAJAJ-AUTO
2018-05-17,2835.1,2876.55,2018-06-07,1.46,21.0,BAJAJ-AUTO
2018-06-29,2733.75,2920.32,2018-07-05,6.82,6.0,BAJAJ-AUTO
2018-07-24,2704.45,2726.3,2018-08-23,0.81,30.0,BAJAJ-AUTO
2018-10-01,2700.43,2656.65,2018-11-05,-1.62,35.0,BAJAJ-AUTO
2019-01-08,2680.33,2771.07,2019-02-07,3.39,30.0,BAJAJ-AUTO
2019-05-15,2951.94,3072.51,2019-05-20,4.08,5.0,BAJAJ-AUTO
2019-06-14,2941.63,2698.49,2019-08-16,-8.27,63.0,BAJAJ-AUTO
2019-11-26,3215.9,3134.25,2020-01-31,-2.54,66.0,BAJAJ-AUTO
2020-02-19,3107.46,2498.3,2020-04-28,-19.6,69.0,BAJAJ-AUTO
2020-09-02,2964.75,3001.32,2020-10-05,1.23,33.0,BAJAJ-AUTO
2020-10-28,2961.73,3061.61,2020-11-24,3.37,27.0,BAJAJ-AUTO
2021-02-23,3971.76,3791.0,2021-04-28,-4.55,64.0,BAJAJ-AUTO
2021-06-18,4075.27,3794.33,2021-09-20,-6.89,94.0,BAJAJ-AUTO
2021-10-26,3798.75,3420.31,2022-01-07,-9.96,73.0,BAJAJ-AUTO
2022-02-25,3507.55,3632.2,2022-03-21,3.55,24.0,BAJAJ-AUTO
2022-05-05,3556.49,3840.7,2022-05-30,7.99,25.0,BAJAJ-AUTO
2022-06-15,3718.5,3957.16,2022-07-19,6.42,34.0,BAJAJ-AUTO
2022-09-06,3981.81,3672.15,2022-10-27,-7.78,51.0,BAJAJ-AUTO
2022-11-23,3640.31,3612.45,2023-01-10,-0.77,48.0,BAJAJ-AUTO
2023-01-13,3597.9,3670.55,2023-01-25,2.02,12.0,BAJAJ-AUTO
2023-02-28,3665.23,3882.99,2023-03-23,5.94,23.0,BAJAJ-AUTO
2023-08-07,4767.27,4677.99,2023-09-06,-1.87,30.0,BAJAJ-AUTO
2014-01-21,36.0,35.55,2014-03-27,-1.25,65.0,TATASTEEL
2014-07-09,49.41,52.71,2014-07-18,6.68,9.0,TATASTEEL
2014-08-18,51.52,46.64,2014-11-03,-9.47,77.0,TATASTEEL
2014-12-05,44.38,32.77,2015-04-10,-26.16,126.0,TATASTEEL
2015-05-22,32.84,24.18,2015-10-12,-26.37,143.0,TATASTEEL
2015-11-06,20.96,22.95,2015-12-08,9.49,32.0,TATASTEEL
2016-01-14,22.5,23.76,2016-02-24,5.6,41.0,TATASTEEL
2016-05-24,30.01,31.47,2016-06-02,4.87,9.0,TATASTEEL
2016-06-27,29.66,32.68,2016-07-13,10.18,16.0,TATASTEEL
2016-09-15,35.81,38.86,2016-10-10,8.52,25.0,TATASTEEL
2016-11-10,39.06,41.0,2016-11-11,4.97,1.0,TATASTEEL
2016-11-22,36.07,41.27,2017-01-11,14.42,50.0,TATASTEEL
2017-04-17,44.05,46.28,2017-05-18,5.06,31.0,TATASTEEL
2017-09-26,61.52,66.45,2017-10-10,8.01,14.0,TATASTEEL
2017-11-15,65.01,66.62,2017-12-21,2.48,36.0,TATASTEEL
2018-02-02,69.55,61.59,2018-04-20,-11.45,77.0,TATASTEEL
2018-05-04,58.96,62.29,2018-05-16,5.65,12.0,TATASTEEL
2018-05-24,54.66,57.54,2018-08-08,5.27,76.0,TATASTEEL
2018-09-26,60.8,58.01,2018-11-13,-4.59,48.0,TATASTEEL
2018-11-27,53.23,48.1,2019-02-07,-9.64,72.0,TATASTEEL
2019-05-13,48.25,50.89,2019-06-27,5.47,45.0,TATASTEEL
2019-07-10,47.18,36.52,2019-09-13,-22.59,65.0,TATASTEEL
2019-10-07,33.65,38.8,2019-10-30,15.3,23.0,TATASTEEL
2020-01-28,46.23,28.36,2020-05-04,-38.65,97.0,TATASTEEL
2020-09-09,40.08,39.0,2020-10-20,-2.69,41.0,TATASTEEL
2021-01-28,62.11,68.42,2021-02-11,10.16,14.0,TATASTEEL
2021-06-21,107.53,117.86,2021-06-29,9.61,8.0,TATASTEEL
2021-09-21,126.43,141.39,2021-10-19,11.83,28.0,TATASTEEL
2021-11-16,125.17,120.69,2022-01-14,-3.58,59.0,TATASTEEL
2022-01-25,110.02,123.28,2022-02-11,12.05,17.0,TATASTEEL
2022-02-25,110.32,129.95,2022-03-03,17.79,6.0,TATASTEEL
2022-04-22,130.81,92.53,2022-07-21,-29.26,90.0,TATASTEEL
2022-09-20,104.72,103.58,2022-10-28,-1.09,38.0,TATASTEEL
2022-12-26,103.31,119.2,2023-01-03,15.38,8.0,TATASTEEL
2023-02-08,112.01,107.66,2023-04-20,-3.88,71.0,TATASTEEL
2023-05-19,106.13,110.94,2023-06-08,4.53,20.0,TATASTEEL
2023-10-05,126.53,125.77,2023-11-22,-0.6,48.0,TATASTEEL
2014-01-28,403.4,408.32,2014-03-06,1.22,37.0,GRASIM
2014-04-28,412.58,450.42,2014-05-14,9.17,16.0,GRASIM
2014-07-07,529.35,527.17,2014-08-20,-0.41,44.0,GRASIM
2014-10-07,543.36,549.52,2014-11-07,1.13,31.0,GRASIM
2014-12-05,544.14,537.49,2015-01-06,-1.22,32.0,GRASIM
2015-02-26,572.17,613.49,2015-03-03,7.22,5.0,GRASIM
2015-03-23,567.49,587.28,2015-04-09,3.49,17.0,GRASIM
2015-04-30,559.72,560.31,2015-05-25,0.11,25.0,GRASIM
2015-06-04,532.67,547.03,2015-07-02,2.7,28.0,GRASIM
2015-08-13,569.78,548.45,2015-10-05,-3.74,53.0,GRASIM
2015-11-16,564.38,575.74,2015-12-02,2.01,16.0,GRASIM
2016-01-08,555.83,539.34,2016-03-04,-2.97,56.0,GRASIM
2016-06-27,667.57,674.45,2016-06-28,1.03,1.0,GRASIM
2016-08-12,691.59,748.11,2016-09-19,8.17,38.0,GRASIM
2016-11-03,727.16,666.47,2017-01-23,-8.35,81.0,GRASIM
2017-05-22,878.1,906.36,2017-06-23,3.22,32.0,GRASIM
2017-09-27,1147.71,1185.99,2017-10-25,3.34,28.0,GRASIM
2017-12-04,1155.75,1170.82,2018-01-05,1.3,32.0,GRASIM
2018-02-05,1115.55,1157.38,2018-02-28,3.75,23.0,GRASIM
2018-03-20,1100.42,1095.2,2018-04-20,-0.47,31.0,GRASIM
2018-05-22,1040.68,1013.01,2018-07-27,-2.66,66.0,GRASIM
2018-10-03,997.96,770.13,2019-02-26,-22.83,146.0,GRASIM
2019-05-14,844.35,933.31,2019-05-28,10.54,14.0,GRASIM
2019-07-22,883.39,757.15,2019-09-23,-14.29,63.0,GRASIM
2019-10-04,680.74,764.86,2019-11-01,12.36,28.0,GRASIM
2019-12-18,777.47,711.42,2020-01-17,-8.5,30.0,GRASIM
2020-01-20,771.44,775.11,2020-01-21,0.48,1.0,GRASIM
2020-02-17,746.71,565.16,2020-05-28,-24.31,101.0,GRASIM
2020-07-17,587.42,632.82,2020-08-06,7.73,20.0,GRASIM
2021-04-16,1349.71,1417.88,2021-05-11,5.05,25.0,GRASIM
2021-08-11,1491.42,1530.31,2021-09-07,2.61,27.0,GRASIM
2021-11-30,1688.4,1800.95,2022-01-10,6.67,41.0,GRASIM
2022-02-15,1667.6,1661.65,2022-03-31,-0.36,44.0,GRASIM
2022-05-04,1688.5,1352.35,2022-07-06,-19.91,63.0,GRASIM
2022-09-28,1673.32,1721.15,2022-10-27,2.86,29.0,GRASIM
2022-12-26,1720.16,1596.97,2023-03-24,-7.16,88.0,GRASIM
2023-05-29,1696.74,1714.38,2023-06-09,1.04,11.0,GRASIM
2023-06-27,1734.68,1761.15,2023-07-05,1.53,8.0,GRASIM
2023-08-25,1768.8,1845.72,2023-09-06,4.35,12.0,GRASIM
2023-10-26,1876.44,1961.74,2023-11-20,4.55,25.0,GRASIM
2014-01-22,439.86,455.06,2014-02-11,3.46,20.0,BRITANNIA
2014-03-04,435.32,435.31,2014-04-11,-0.0,38.0,BRITANNIA
2014-05-13,429.54,440.14,2014-05-29,2.47,16.0,BRITANNIA
2014-10-17,664.3,718.34,2014-10-28,8.13,11.0,BRITANNIA
2015-02-06,939.67,1011.91,2015-02-16,7.69,10.0,BRITANNIA
2015-04-22,1039.92,1116.89,2015-05-07,7.4,15.0,BRITANNIA
2015-08-26,1494.99,1567.62,2015-10-05,4.86,40.0,BRITANNIA
2015-11-10,1522.57,1487.53,2015-12-30,-2.3,50.0,BRITANNIA
2016-01-19,1381.87,1415.39,2016-04-20,2.43,92.0,BRITANNIA
2016-05-24,1347.96,1411.9,2016-07-04,4.74,41.0,BRITANNIA
2016-09-30,1648.2,1485.01,2017-01-12,-9.9,104.0,BRITANNIA
2017-03-03,1569.31,1622.85,2017-03-22,3.41,19.0,BRITANNIA
2017-05-29,1712.72,1845.77,2017-07-04,7.77,36.0,BRITANNIA
2017-12-15,2385.97,2420.34,2018-02-14,1.44,61.0,BRITANNIA
2018-08-08,3131.38,3317.83,2018-08-20,5.95,12.0,BRITANNIA
2018-09-06,3115.47,2856.77,2018-11-07,-8.3,62.0,BRITANNIA
2019-02-12,3120.52,3120.32,2019-03-13,-0.01,29.0,BRITANNIA
2019-04-03,3004.95,2880.53,2019-05-31,-4.14,58.0,BRITANNIA
2019-06-21,2849.17,2686.5,2019-08-28,-5.71,68.0,BRITANNIA
2019-11-20,3135.6,3082.41,2019-12-19,-1.7,29.0,BRITANNIA
2019-12-30,3065.25,3139.22,2020-01-17,2.41,18.0,BRITANNIA
2020-02-19,3097.51,2965.1,2020-04-24,-4.27,65.0,BRITANNIA
2020-08-17,3849.15,3683.99,2020-12-01,-4.29,106.0,BRITANNIA
2021-01-07,3577.8,3552.15,2021-03-23,-0.72,75.0,BRITANNIA
2021-04-30,3477.3,3526.78,2021-06-08,1.42,39.0,BRITANNIA
2021-07-07,3538.6,3561.11,2021-08-04,0.64,28.0,BRITANNIA
2021-09-30,3991.86,3641.4,2022-01-06,-8.78,98.0,BRITANNIA
2022-01-25,3519.51,3323.3,2022-04-12,-5.57,77.0,BRITANNIA
2022-06-20,3316.5,3557.12,2022-07-04,7.26,14.0,BRITANNIA
2022-08-08,3706.54,3685.03,2022-09-16,-0.58,39.0,BRITANNIA
2022-09-20,3628.4,3745.18,2022-09-22,3.22,2.0,BRITANNIA
2022-10-25,3823.02,4119.3,2022-11-09,7.75,15.0,BRITANNIA
2022-12-30,4376.98,4412.82,2023-01-27,0.82,28.0,BRITANNIA
2023-03-02,4411.95,4329.2,2023-04-18,-1.88,47.0,BRITANNIA
2023-07-25,5032.03,4595.9,2023-09-14,-8.67,51.0,BRITANNIA
2023-10-05,4562.95,4587.05,2023-11-07,0.53,33.0,BRITANNIA
2014-01-28,148.42,157.11,2014-03-03,5.86,34.0,BAJFINANCE
2014-05-16,177.88,205.97,2014-05-23,15.79,7.0,BAJFINANCE
2015-03-17,405.01,451.93,2015-04-09,11.58,23.0,BAJFINANCE
2015-04-29,409.74,456.51,2015-05-22,11.41,23.0,BAJFINANCE
2015-08-25,493.91,539.79,2015-10-21,9.29,57.0,BAJFINANCE
2016-01-19,553.07,637.89,2016-02-04,15.34,16.0,BAJFINANCE
2016-06-27,756.92,813.46,2016-07-04,7.47,7.0,BAJFINANCE
2016-09-30,1045.15,1134.3,2016-10-26,8.53,26.0,BAJFINANCE
2016-11-03,1034.95,883.36,2017-01-09,-14.65,67.0,BAJFINANCE
2017-03-03,1052.74,1123.36,2017-03-15,6.71,12.0,BAJFINANCE
2017-05-23,1256.15,1363.1,2017-06-12,8.51,20.0,BAJFINANCE
2017-06-29,1385.89,1444.74,2017-07-13,4.25,14.0,BAJFINANCE
2017-09-26,1804.98,1934.28,2017-10-10,7.16,14.0,BAJFINANCE
2017-10-26,1747.69,1775.78,2017-12-26,1.61,61.0,BAJFINANCE
2018-01-17,1703.58,1706.52,2018-03-15,0.17,57.0,BAJFINANCE
2018-05-10,1861.26,2059.55,2018-05-18,10.65,8.0,BAJFINANCE
2018-09-06,2742.64,2327.21,2018-10-29,-15.15,53.0,BAJFINANCE
2019-01-29,2480.34,2596.95,2019-02-04,4.7,6.0,BAJFINANCE
2019-05-09,2914.5,3373.05,2019-05-20,15.73,11.0,BAJFINANCE
2019-07-09,3427.05,3428.12,2019-09-11,0.03,64.0,BAJFINANCE
2019-12-03,3959.65,4137.21,2019-12-24,4.48,21.0,BAJFINANCE
2020-01-09,4126.43,4441.68,2020-01-30,7.64,21.0,BAJFINANCE
2020-03-05,4331.55,2404.91,2020-06-03,-44.48,90.0,BAJFINANCE
2020-09-22,3345.64,3451.66,2020-11-04,3.17,43.0,BAJFINANCE
2021-01-14,4927.41,5192.51,2021-02-03,5.38,20.0,BAJFINANCE
2021-03-22,5473.73,5323.25,2021-04-29,-2.75,38.0,BAJFINANCE
2021-07-20,6050.1,6384.77,2021-07-30,5.53,10.0,BAJFINANCE
2021-10-26,7733.47,7487.38,2022-01-06,-3.18,72.0,BAJFINANCE
2022-01-25,6934.5,7251.51,2022-03-31,4.57,65.0,BAJFINANCE
2022-04-28,6781.74,5905.32,2022-07-07,-12.92,70.0,BAJFINANCE
2022-08-30,7035.0,7601.8,2022-09-21,8.06,22.0,BAJFINANCE
2022-10-03,7373.68,6092.34,2023-02-07,-17.38,127.0,BAJFINANCE
2023-03-09,6030.0,5945.12,2023-04-18,-1.41,40.0,BAJFINANCE
2023-08-03,7210.87,7243.6,2023-08-31,0.45,28.0,BAJFINANCE
